_id,name,category,price,pic,description
ObjectId("5eb4a52b8c261c69a007d639"),Poudre d amandes,almond-meal,27,https://static.openfoodfacts.org/images/products/871/854/699/7105/front_en.4.400.jpg,"{"rating":2.02,"quantity":"200 g","energy-kcal_100g":595,"energy_100g":2489,"fat_100g":50,"saturated-fat_100g":3.8}"
ObjectId("5eb4a52b8c261c69a007d694"),organic Fruit & Seed Muesli,breakfast-cereals,14,https://static.openfoodfacts.org/images/products/505/124/617/0014/front_en.4.400.jpg,"{"rating":1.15,"quantity":"500 g","energy-kcal_100g":384,"energy_100g":1607,"fat_100g":11.1,"saturated-fat_100g":1.4}"
ObjectId("5eb4a52b8c261c69a007d695"),Hawaiian oat granola,breakfast-cereals,7,https://static.openfoodfacts.org/images/products/501/002/651/2062/front_en.22.400.jpg,"{"rating":2.38,"quantity":"500 g","energy-kcal_100g":391,"energy_100g":1643,"fat_100g":11.1,"saturated-fat_100g":4.6}"
ObjectId("5eb4a52b8c261c69a007d696"),Riz Basmati,brown-basmati-rices,42,https://static.openfoodfacts.org/images/products/541/067/300/2327/front_fr.4.400.jpg,"{"rating":4,"quantity":"500 g","energy-kcal_100g":352,"energy_100g":1473,"fat_100g":3.6,"saturated-fat_100g":1.1}"
ObjectId("5eb4a52b8c261c69a007d697"),Brown Basmati Rice,brown-basmati-rices,7,https://static.openfoodfacts.org/images/products/890/366/200/1519/front_en.3.400.jpg,"{"rating":3.64,"quantity":"1kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d698"),Brown Basmati Rice,brown-basmati-rices,31,https://static.openfoodfacts.org/images/products/890/366/200/1519/front_en.3.400.jpg,"{"rating":0.12,"quantity":"10lb","energy-kcal_100g":356,"energy_100g":1490,"fat_100g":2.22,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d699"),Graines de lin brun,brown-flax-seeds,21,https://static.openfoodfacts.org/images/products/332/948/881/1258/front_fr.15.400.jpg,"{"rating":3.62,"quantity":"250 g","energy-kcal_100g":498,"energy_100g":2052,"fat_100g":40,"saturated-fat_100g":3.7}"
ObjectId("5eb4a52b8c261c69a007d69a"),Graines de lin Brun Bio,brown-flax-seeds,8,https://static.openfoodfacts.org/images/products/359/671/032/9007/front_fr.3.400.jpg,"{"rating":1.95,"quantity":"250g","energy-kcal_100g":0,"energy_100g":1881,"fat_100g":32.3,"saturated-fat_100g":3}"
ObjectId("5eb4a52b8c261c69a007d69b"),Graines De Lin Bio,brown-flax-seeds,39,https://static.openfoodfacts.org/images/products/356/007/053/8713/front_fr.15.400.jpg,"{"rating":1.73,"quantity":"250 g","energy-kcal_100g":456,"energy_100g":1908,"fat_100g":32,"saturated-fat_100g":3}"
ObjectId("5eb4a52b8c261c69a007d69c"),Graines de Lin Brun,brown-flax-seeds,48,https://static.openfoodfacts.org/images/products/332/948/881/1258/front_fr.15.400.jpg,"{"rating":1.51,"quantity":"250 g","energy-kcal_100g":527,"energy_100g":2205,"fat_100g":43,"saturated-fat_100g":4.3}"
ObjectId("5eb4a52b8c261c69a007d69d"),Graines de lin brunes,brown-flax-seeds,46,https://static.openfoodfacts.org/images/products/111/200/000/0002/front_fr.3.400.jpg,"{"rating":0.95,"quantity":"500g","energy-kcal_100g":500,"energy_100g":2092,"fat_100g":42.2,"saturated-fat_100g":3.7}"
ObjectId("5eb4a52b8c261c69a007d69e"),Lino marrón,brown-flax-seeds,16,https://static.openfoodfacts.org/images/products/841/374/310/0111/front_es.3.400.jpg,"{"rating":0.96,"quantity":"500 g","energy-kcal_100g":534,"energy_100g":2236,"fat_100g":42.2,"saturated-fat_100g":3.7}"
ObjectId("5eb4a52b8c261c69a007d69f"),Graines de lin brun,brown-flax-seeds,7,https://static.openfoodfacts.org/images/products/332/948/881/1258/front_fr.15.400.jpg,"{"rating":3.68,"quantity":"500 g","energy-kcal_100g":572,"energy_100g":2393,"fat_100g":43,"saturated-fat_100g":4.3}"
ObjectId("5eb4a52b8c261c69a007d6a0"),Thai Jasmin Premium Langkorn Reis,brown-jasmine-rices,39,https://static.openfoodfacts.org/images/products/200/000/002/6316/front_de.11.400.jpg,"{"rating":4.5,"quantity":"1 kg","energy-kcal_100g":0,"energy_100g":1604,"fat_100g":1.8,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d6a1"),Lentejas,brown-lentils,19,https://static.openfoodfacts.org/images/products/842/093/300/1479/front_es.11.400.jpg,"{"rating":4.09,"quantity":"2 kg","energy-kcal_100g":304,"energy_100g":1272,"fat_100g":1.7,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6a2"),Brown lentils,brown-lentils,38,https://static.openfoodfacts.org/images/products/931/008/242/9981/front_en.16.400.jpg,"{"rating":0.2,"quantity":"400g","energy-kcal_100g":102,"energy_100g":429,"fat_100g":0.60000002384186,"saturated-fat_100g":0.10000000149012}"
ObjectId("5eb4a52b8c261c69a007d6a3"),Lenteja pardina de Tierra de Campos,brown-lentils,48,https://static.openfoodfacts.org/images/products/843/187/608/0711/front_es.5.400.jpg,"{"rating":1.42,"quantity":"1 Kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6a4"),Lenteja pardina de Tierra de Campos,brown-lentils,9,https://static.openfoodfacts.org/images/products/843/187/608/0711/front_es.5.400.jpg,"{"rating":3.87,"quantity":"1 Kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6a5"),Riz complet,brown-rices,35,https://static.openfoodfacts.org/images/products/541/067/300/2556/front_fr.4.400.jpg,"{"rating":2.47,"quantity":"375 g","energy-kcal_100g":145,"energy_100g":607,"fat_100g":0.9,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6a6"),Riz complet,brown-rices,46,https://static.openfoodfacts.org/images/products/541/067/300/2556/front_fr.4.400.jpg,"{"rating":1.07,"quantity":"8x125 grammes","energy-kcal_100g":349,"energy_100g":1460,"fat_100g":2.2,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d6a7"),Riz complet, Orge & Quinoa,brown-rices,8,https://static.openfoodfacts.org/images/products/501/003/400/6713/front_fr.4.400.jpg,"{"rating":1.91,"quantity":"240 g","energy-kcal_100g":158,"energy_100g":661,"fat_100g":2.3,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d6a8"),Riz complet & Quinoa,brown-rices,47,https://static.openfoodfacts.org/images/products/501/003/400/6546/front_fr.4.400.jpg,"{"rating":4.83,"quantity":"240 g","energy-kcal_100g":154,"energy_100g":644,"fat_100g":2,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d6a9"),Riz Long Complet,brown-rices,35,https://static.openfoodfacts.org/images/products/326/385/056/4512/front_fr.9.400.jpg,"{"rating":0.96,"quantity":"500 g","energy-kcal_100g":347,"energy_100g":1452,"fat_100g":2.2,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d6aa"),Arroz integral,brown-rices,40,https://static.openfoodfacts.org/images/products/841/018/480/0150/front_es.7.400.jpg,"{"rating":4.84,"quantity":"1 kg","energy-kcal_100g":344,"energy_100g":1439,"fat_100g":2.1,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d6ab"),Riz long complet parfumé,brown-rices,23,https://static.openfoodfacts.org/images/products/332/948/546/1203/front_fr.4.400.jpg,"{"rating":2.61,"quantity":"500 g","energy-kcal_100g":368,"energy_100g":1540,"fat_100g":3,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6ac"),Riz complet, tomates séchées & basilic,brown-rices,30,https://static.openfoodfacts.org/images/products/501/003/400/8243/front_fr.3.400.jpg,"{"rating":0.38,"quantity":"240 g","energy-kcal_100g":170,"energy_100g":711,"fat_100g":5,"saturated-fat_100g":0.8}"
ObjectId("5eb4a52b8c261c69a007d6ad"),Sun Rice Wholegrain Brown Rice,brown-rices,5,https://static.openfoodfacts.org/images/products/931/014/000/6451/front_en.3.400.jpg,"{"rating":2.96,"quantity":"5 kg","energy-kcal_100g":0,"energy_100g":1490,"fat_100g":2.6,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6ae"),Brown Rice,brown-rices,26,https://static.openfoodfacts.org/images/products/00120920/front_en.8.400.jpg,"{"rating":4.54,"quantity":"1 kg","energy-kcal_100g":357,"energy_100g":1494,"fat_100g":2.1,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d6af"),Riz complet au curry et curcuma,brown-rices,49,https://static.openfoodfacts.org/images/products/501/003/400/8229/front_fr.3.400.jpg,"{"rating":1.02,"quantity":"240 g","energy-kcal_100g":170,"energy_100g":711,"fat_100g":3.3,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d6b0"),Riz Brun,brown-rices,15,https://static.openfoodfacts.org/images/products/005/910/000/8775/front_en.16.400.jpg,"{"rating":3.96,"quantity":"250","energy-kcal_100g":208,"energy_100g":870,"fat_100g":4,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d6b1"),Arroz Integral,brown-rices,37,https://static.openfoodfacts.org/images/products/841/018/480/0150/front_es.7.400.jpg,"{"rating":0.85,"quantity":"500 g","energy-kcal_100g":169,"energy_100g":1410,"fat_100g":2,"saturated-fat_100g":0.4}"
ObjectId("5eb4a52b8c261c69a007d6b2"),Sarrasin,buckwheat,41,https://static.openfoodfacts.org/images/products/327/312/002/7586/front_fr.4.400.jpg,"{"rating":1.67,"quantity":"500 g","energy-kcal_100g":340,"energy_100g":1423,"fat_100g":2.6,"saturated-fat_100g":0.5}"
ObjectId("5eb4a52b8c261c69a007d6b3"),Kasza Gryczana,buckwheat,8,https://static.openfoodfacts.org/images/products/590/682/700/1303/front_en.3.400.jpg,"{"rating":4.29,"quantity":"400g","energy-kcal_100g":0,"energy_100g":1553,"fat_100g":3,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d6b4"),Boulgour,bulgur,40,https://static.openfoodfacts.org/images/products/541/010/607/0169/front_en.8.400.jpg,"{"rating":0.27,"quantity":"4 x 75 g","energy-kcal_100g":340,"energy_100g":1423,"fat_100g":1.3,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6b5"),Mélange boulgour quinoa rouge BIO,bulgur,34,https://static.openfoodfacts.org/images/products/322/247/663/3095/front_fr.4.400.jpg,"{"rating":1.25,"quantity":"400 g","energy-kcal_100g":281,"energy_100g":1182,"fat_100g":2.3,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6b6"),Boulgour de Riz,bulgur,27,https://static.openfoodfacts.org/images/products/327/312/001/8980/front_fr.4.400.jpg,"{"rating":0.72,"quantity":"500 g","energy-kcal_100g":365,"energy_100g":1527,"fat_100g":2.4,"saturated-fat_100g":0.6}"
ObjectId("5eb4a52b8c261c69a007d6b7"),Butter Beans in water,butter-beans,23,https://static.openfoodfacts.org/images/products/20475581/front_en.3.400.jpg,"{"rating":3.19,"quantity":"400 g","energy-kcal_100g":102,"energy_100g":427,"fat_100g":1.1,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6b8"),Butter Beans in water,butter-beans,14,https://static.openfoodfacts.org/images/products/20475581/front_en.3.400.jpg,"{"rating":4.66,"quantity":"235g","energy-kcal_100g":0,"energy_100g":453,"fat_100g":0.7,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6b9"),Australian Medium Grain White Rice,calrose-rice,38,https://static.openfoodfacts.org/images/products/930/063/372/5693/front_en.5.400.jpg,"{"rating":1.9,"quantity":"1kg","energy-kcal_100g":0,"energy_100g":1500,"fat_100g":1,"saturated-fat_100g":1}"
ObjectId("5eb4a52b8c261c69a007d6ba"),Riz de Camargue – Riz long grain,camargue-rices,32,https://static.openfoodfacts.org/images/products/325/039/055/5865/front_fr.26.400.jpg,"{"rating":0.53,"quantity":"1000 g","energy-kcal_100g":0,"energy_100g":1486,"fat_100g":1.2,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6bb"),Riz de Camargue IGP Long Blanc,camargue-rices,13,https://static.openfoodfacts.org/images/products/338/038/005/5119/front_fr.6.400.jpg,"{"rating":4.76,"quantity":"500 g","energy-kcal_100g":351,"energy_100g":1469,"fat_100g":1.1,"saturated-fat_100g":0.26}"
ObjectId("5eb4a52b8c261c69a007d6bc"),Riz de camargue,camargue-rices,33,https://static.openfoodfacts.org/images/products/20202309/front_fr.4.400.jpg,"{"rating":4.66,"quantity":"500 g","energy-kcal_100g":350,"energy_100g":1464,"fat_100g":0.6,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6bd"),halfvolle rijst uit camargue,camargue-rices,50,https://static.openfoodfacts.org/images/products/332/948/052/0462/front_en.6.400.jpg,"{"rating":0.99,"quantity":"1 kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6be"),Riz de Camargue,camargue-rices,20,https://static.openfoodfacts.org/images/products/20202309/front_fr.4.400.jpg,"{"rating":1.34,"quantity":"5 kg","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6bf"),Pois chiches,canned-chickpeas,27,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":4.98,"quantity":"350 g","energy-kcal_100g":0,"energy_100g":532,"fat_100g":2.7,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c0"),Ceci Kichererbsen,canned-chickpeas,31,https://static.openfoodfacts.org/images/products/800/032/003/0093/front_xx.19.400.jpg,"{"rating":3.94,"quantity":"240 g","energy-kcal_100g":0,"energy_100g":527,"fat_100g":2.2,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c1"),Kichererbsen,canned-chickpeas,11,https://static.openfoodfacts.org/images/products/431/150/143/4482/front_de.43.400.jpg,"{"rating":0.79,"quantity":"226g","energy-kcal_100g":115,"energy_100g":481,"fat_100g":1.3,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6c2"),Pois chiches,canned-chickpeas,47,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":1.26,"quantity":"660 gro","energy-kcal_100g":0,"energy_100g":459,"fat_100g":1.7,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c3"),Pois chiches,canned-chickpeas,39,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":0.26,"quantity":"240g","energy-kcal_100g":121,"energy_100g":492,"fat_100g":2.3,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c4"),Organic Chickpeas,canned-chickpeas,9,https://static.openfoodfacts.org/images/products/930/063/322/7272/front_en.8.400.jpg,"{"rating":2.25,"quantity":"425g","energy-kcal_100g":72,"energy_100g":301,"fat_100g":3.5,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c5"),Pois chiche,canned-chickpeas,11,https://static.openfoodfacts.org/images/products/370/022/514/9085/front_fr.4.400.jpg,"{"rating":3.46,"quantity":"530 g (égoutté : 340 g)","energy-kcal_100g":109,"energy_100g":457,"fat_100g":2.3,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c6"),Chickpeas,canned-chickpeas,37,https://static.openfoodfacts.org/images/products/308/368/105/2848/front_en.3.400.jpg,"{"rating":0.53,"quantity":"400 g (240 g)","energy-kcal_100g":117,"energy_100g":490,"fat_100g":2.1,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6c7"),Pois Chiches,canned-chickpeas,21,https://static.openfoodfacts.org/images/products/410/442/003/4167/front_fr.10.400.jpg,"{"rating":0.94,"quantity":"800g","energy-kcal_100g":114,"energy_100g":482,"fat_100g":1.3,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6c8"),Organic Chickpeas,canned-chickpeas,10,https://static.openfoodfacts.org/images/products/930/063/322/7272/front_en.8.400.jpg,"{"rating":2.7,"quantity":"425g","energy-kcal_100g":132,"energy_100g":552,"fat_100g":2.7,"saturated-fat_100g":0.7}"
ObjectId("5eb4a52b8c261c69a007d6c9"),Garbanzos cocidos extra,canned-chickpeas,6,https://static.openfoodfacts.org/images/products/843/080/700/1818/front_es.18.400.jpg,"{"rating":2.68,"quantity":"570 g","energy-kcal_100g":95,"energy_100g":397,"fat_100g":1.9,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6ca"),Haricots Blancs,canned-common-beans,26,https://static.openfoodfacts.org/images/products/560/115/130/0756/front_fr.12.400.jpg,"{"rating":2.11,"quantity":"400 g (égoutté : 250 g) 425 ml","energy-kcal_100g":96,"energy_100g":402,"fat_100g":0.6,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6cb"),Chili-Bohnen,canned-kidney-common-beans,30,https://static.openfoodfacts.org/images/products/431/150/135/4094/front_de.7.400.jpg,"{"rating":2.45,"quantity":"400g","energy-kcal_100g":94,"energy_100g":404,"fat_100g":0.5,"saturated-fat_100g":0.2}"
ObjectId("5eb4a52b8c261c69a007d6cc"),Pois du Cap,canned-legumes,48,https://static.openfoodfacts.org/images/products/329/738/700/0175/front_fr.3.400.jpg,"{"rating":0.89,"quantity":"400 g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6cd"),Garbanzos con Espinacas Abricome BIO,canned-meals,26,https://static.openfoodfacts.org/images/products/841/086/740/4392/front_es.4.400.jpg,"{"rating":2.15,"quantity":"250 gr.","energy-kcal_100g":122,"energy_100g":508,"fat_100g":5.9,"saturated-fat_100g":0.8}"
ObjectId("5eb4a52b8c261c69a007d6ce"),Red Kidney Beans,canned-red-kidney-beans,47,https://static.openfoodfacts.org/images/products/930/060/113/9989/front_en.13.400.jpg,"{"rating":1.04,"quantity":"400g","energy-kcal_100g":0,"energy_100g":370,"fat_100g":0.4,"saturated-fat_100g":0.3}"
ObjectId("5eb4a52b8c261c69a007d6cf"),Weiße Bohnen mit Suppengrün,canned-white-common-beans,12,https://static.openfoodfacts.org/images/products/431/626/845/6951/front_de.10.400.jpg,"{"rating":1.11,"quantity":"800g","energy-kcal_100g":88,"energy_100g":368,"fat_100g":0.6,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6d0"),Freshona Baked Beans in Tomato Sauce,canned-white-common-beans,46,https://static.openfoodfacts.org/images/products/20009847/front_en.17.400.jpg,"{"rating":4.45,"quantity":"420 g","energy-kcal_100g":0,"energy_100g":410,"fat_100g":0.6,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d1"),Harvest Best Baked Beans In Tomato Sauce,canned-white-common-beans,12,https://static.openfoodfacts.org/images/products/571/287/109/5256/front_sv.8.400.jpg,"{"rating":2.03,"quantity":"420 g","energy-kcal_100g":0,"energy_100g":345,"fat_100g":0.5,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d2"),Eldorado Vita bönor i tomatsås,canned-white-common-beans,21,https://static.openfoodfacts.org/images/products/731/104/100/3398/front_sv.7.400.jpg,"{"rating":2.67,"quantity":"420 g","energy-kcal_100g":0,"energy_100g":350,"fat_100g":0.5,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d3"),Coop X-tra Vita bönor i tomatsås,canned-white-common-beans,17,https://static.openfoodfacts.org/images/products/734/001/134/0041/front_sv.8.400.jpg,"{"rating":3.94,"quantity":"420 g","energy-kcal_100g":0,"energy_100g":441,"fat_100g":0.5,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d4"),Coop Vita bönor i tomatsås,canned-white-common-beans,14,https://static.openfoodfacts.org/images/products/734/001/143/6843/front_sv.6.400.jpg,"{"rating":1.91,"quantity":"420 g","energy-kcal_100g":0,"energy_100g":487,"fat_100g":0.5,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d5"),Garant Vita bönor i tomatsås,canned-white-common-beans,44,https://static.openfoodfacts.org/images/products/734/008/340/4788/front_sv.7.400.jpg,"{"rating":0.59,"quantity":"390 g","energy-kcal_100g":0,"energy_100g":350,"fat_100g":0.6,"saturated-fat_100g":0.1}"
ObjectId("5eb4a52b8c261c69a007d6d6"),Weiße Bohnen,canned-white-common-beans,25,https://static.openfoodfacts.org/images/products/401/933/945/1106/front_de.10.400.jpg,"{"rating":3.36,"quantity":"800 g Netto / 400 g Abtropfgewicht","energy-kcal_100g":68,"energy_100g":285,"fat_100g":0.76,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6d7"),Weiße Bohnen mit Suppengrün,canned-white-common-beans,32,https://static.openfoodfacts.org/images/products/431/626/845/6951/front_de.10.400.jpg,"{"rating":4.59,"quantity":"530g","energy-kcal_100g":85,"energy_100g":356,"fat_100g":0.6,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6d8"),Cannellini Beans,cannellini-beans,43,https://static.openfoodfacts.org/images/products/26030500/front_en.7.400.jpg,"{"rating":1.54,"quantity":"400g","energy-kcal_100g":0,"energy_100g":0,"fat_100g":0,"saturated-fat_100g":0}"
ObjectId("5eb4a52b8c261c69a007d6d9"),Caramelised almonds with sesame seeds,caramelized-almonds,37,https://static.openfoodfacts.org/images/products/20871949/front_es.7.400.jpg,"{"rating":2.27,"quantity":"120 g","energy-kcal_100g":0,"energy_100g":2299,"fat_100g":34.5,"saturated-fat_100g":3.8}"
ObjectId("5eb4a52b8c261c69a007d6da"),Caramelised hazelnuts with sesame seeds,caramelized-hazelnuts,40,https://static.openfoodfacts.org/images/products/20871956/front_es.8.400.jpg,"{"rating":2.91,"quantity":"120 g","energy-kcal_100g":568,"energy_100g":2377,"fat_100g":40,"saturated-fat_100g":3.5}"
ObjectId("5eb4a52b8c261c69a007d6db"),Caramelised peanuts with sesame seeds,caramelized-peanuts,43,https://static.openfoodfacts.org/images/products/20871963/front_es.8.400.jpg,"{"rating":3.63,"quantity":"150 g","energy-kcal_100g":0,"energy_100g":2173,"fat_100g":27.9,"saturated-fat_100g":5.4}"
